Title;Series Title;Author;ISBN;Level;Source of Level;Lexile Measure;Source of Lexile
The Scream Of The Haunted Mask;Goosebumps HorrorLand;Stine, R.L.;9780439918725;;;400;Lexile.com
Dr. Maniac Vs. Robby Schwartz;Goosebumps HorrorLand;Stine, R.L.;9780439918732;;;410;Lexile.com
My Friends Call Me Monster;Goosebumps HorrorLand;Stine, R.L.;9780439918756;;;410;Lexile.com
Who's Your Mummy?;Goosebumps HorrorLand;Stine, R.L.;9780439918749;;;410;Scholastic
Creep From The Deep;Goosebumps HorrorLand;Stine, R.L.;9780439918701;;;430;Lexile.com
The Magic Paintbrush;;Yep, Laurence;9780064408523;;;440;Lexile.com
Revenge Of The Living Dummy;Goosebumps HorrorLand;Stine, R.L.;9780439918695;;;450;Scholastic
The New Step-Mummy;Meet the Kreeps;Thorpe, Kiki;9780545065627;;;480;Lexile.com
There Goes The Neighborhood;Meet the Kreeps;Thorpe, Kiki;9780545065597;;;480;Lexile.com
A Good Night for Ghosts;Magic Tree House;Osborne, Mary Pope;9780375856488 (Hardcover);;;490;Lexile.com
Skellig;;Almond, David;9780440416029;;;490;Scholastic
Moonlight on the Magic Flute;Magic Tree House;Osborne, Mary Pope;9780375856471;;;500;Lexile.com
Dark Day in the Deep Sea;Magic Tree House;Osborne, Mary Pope;9780375837326;;;520;Lexile.com
The Nanny Nightmare;Meet the Kreeps;Thorpe, Kiki;9780545065603;;;520;Lexile.com
Eve of the Emperor Penguin;Magic Tree House;Osborne, Mary Pope;9780375837340;;;530;Lexile.com
The Mad Scientists;Meet the Kreeps;Thorpe, Kiki;9780545065610;;;530;Lexile.com
The Sweetest Fig;;Van Allsburg, Chris;9780862644987;;;530; Scholastic
The Substitute Teacher from the Black Lagoon;Black Lagoon;Thaler, Mark;9780545077842;;;540;Lexile.com
Beyond The Grave;The 39 Clues;Watson, Jude;9780545090612;;;550;Scholastic
In Too Deep;The 39 Clues;Watson, Jude;9780545090643;;;550;Scholastic
Sky the Blue Fairy;Rainbow Magic;Meadows, Daisy;9780439746847;;;560;Lexile.com
Baaa;;MacAulay, David;9780395395882;;;560;Lexile.com
Hunger;Gone Series;Grant, Michael;9780061449062;;;570;Lexile.com
Fern the Green Fairy;Rainbow Magic;Meadows, Daisy;9780439744676;;;570;Lexile.com
The Never War;Pendragon;MacHale, D.J.;9780743437332;;;580;Lexile.com
The Reality Bug;Pendragon;MacHale, D.J.;9780743437349;;;580;Lexile.com
The Soldiers Of Halla;Pendragon;MacHale, D.J.;9781416914204;;;580;Lexile.com
Inky the Indigo Fairy;Rainbow Magic;Meadows, Daisy;9780439746854;;;580;Lexile.com
Monday with a Mad Genius;Magic Tree House;Osborne, Mary Pope;9780375837302;;;590;Lexile.com
Raven Rise;Pendragon;MacHale, D.J.;9781416914198;;;590;Lexile.com
The Battle Of The Labyrinth;Percy Jackson & The Olympians;Riordan, Rick;9781423101499;;;590;Scholastic
Incarceron;;Fisher, Catherine;9780803733961;;;600;Lexile.com
The Secrets Of Grim Wood;Lowthar's Blade;La Fevers, R.L.;9780142405581;;;610;Lexile.com
Shut Your Mouth;Midnight Library;Graves, Damien;9780439893930;;;610;Lexile.com
The Door to Time;Ulysses Moore;Baccalario, Pierdomenico;9780439930208;;;610;Lexile.com
Jim and Me;Baseball Card Adventures;Gutman, Dan;9780060594961;;;620;Lexile.com
Tagus The Night Horse;Beast Quest;Blade, Adam;9780439024563;;;620;Scholastic
Gone;Gone Series;Grant, Michael;9780061448782;;;620;Lexile.com
Pilgrims Of Rayne;Pendragon;MacHale, D.J.;9781416914174;;;620;Lexile.com
The Last Olympian;Percy Jackson & The Olympians;Riordan, Rick;9781423101475;;;620;Scholastic
Isle of Masks;Ulysses Moore;Bruno, Iacopo;9780439776714;;;620;Lexile.com
The House of Mirrors;Ulysses Moore;Moore, Ulysses;9780439776721;;;620;Lexile.com
The Long-Lost Map;Ulysses Moore;Baccalario, Pierdomenico;9780439776738;;;630;Lexile.com
Sepron The Sea Serpent;Beast Quest;Blade, Adam;9780439906548;;;640;Scholastic
The Sweet Far Thing;Gemma Doyle Trilogy;Bray, Libba;9789449237778;;;640;Lexile.com
The Kingdom Keepers series;The Kingdom Keepers;Pearson, Ridley;9781423123118 (Book One);;;640;Lexile.com
The Cat Lady;Midnight Library;Graves, Damien;9780439893916;;;650;Lexile.com
The Lost City Of Faar;Pendragon;MacHale, D.J.;9780743437325;;;650;Lexile.com
11 Birthdays;;Mass, Wendy;9780545052405;;;650;Scholastic
Cypher The Mountain Giant;Beast Quest;Blade, Adam;9780439922258;;;660;Scholastic
Oath Breaker;Chronicles Of Ancient Darkness;Paver, Michelle;9780060728397;;;660;Lexile.com
Outcast;Chronicles Of Ancient Darkness;Paver, Michelle;9781842551158;;;660;Lexile .com
Wolf Brother;Chronicles Of Ancient Darkness;Paver, Michelle;9780060728274;;;660;Lexile.com
Leven Thumps And The Wrath Of Ezra;Leven Thumps;Skye, Obert;9781416990925;;;660;Lexile.com
The Merchant Of Death;Pendragon;MacHale, D.J.;9780743437318;;;660;Lexile.com
The Quillan Games;Pendragon;MacHale, D.J.;9780689869136;;;660;Lexile.com
The Sword Thief;The 39 Clues;Lerangis, Peter;9780545090599;;;660;Scholastic
The Deadly Catch;Midnight Library;Graves, Damien;9780439893954;;;670;Lexile.com
Demon Thief;The Demonata;Shan, Darren;9780316012386;;;670;Lexile.com
Slawter;The Demonata;Shan, Darren;9780316013888;;;670;
Rebel Angels;Gemma Doyle Trilogy;Bray, Libba;9780385733410;;;680;Lexile.com
The Fire Eternal;Last Dragon Chronicles;D'Lacey, Chris;9780545051644;;;680;Lexile.com
One False Note;The 39 Clues;Korman, Gordon;9780545090605;;;680;Scholastic
Soul Eater;Chronicles Of Ancient Darkness;Paver, Michelle;9780060728335;;;690;Lexile.com
Demon Apocalypse;The Demonata;Shan, Darren;9780316003803;;;690;Lexile.com
Lord Loss;The Demonata;Shan, Darren;9780316012331;;;690;Lexile.com
Zepha The Monster Squid;;Blade, Adam;9780545068635;;;690;Scholastic
Playing With Fire;Skulduggery Pleasant;Landy, Derek;9780061240904;;;700;Lexile.com
The Black Circle;The 39 Clues;Carman, Patrick;9780545060455;;;700;Scholastic
Dragons of Wayward Crescent series, 1-4;;D'Lacey, Chris;9780545168311;;;700;Lexile.com
Jennifer Murdley's Toad;;Coville, Bruce;9780152062460;;;700;Scholastic
Tartok The Ice Beast;Beast Quest;Blade, Adam;9780439024570;;;710;Scholastic
Spirit Walker;Chronicles Of Ancient Darkness;Paver, Michelle;9780060728281;;;710;Lexile.com
Ferno The Fire Dragon;Beast Quest;Blade, Adam;9780439906517;;;720;Scholastic
Secrets Of The Dragon Sanctuary;Fablehaven;Mull, Brandon;9781416990284;;;720;Lexile.com
City of Ashes;Mortal Instruments Trilogy;Clare, Cassandra;9781416972242;;;720;Lexile.com
Beyond the Deepwoods;The Edge Chronicles;Stewart, Paul;9780440420873;;;720;Lexile.com
Epos The Winged Flame;Beast Quest;Blade, Adam;9780439024587;;;730;Scholastic
Briar's Book;Circle Of Magic;Pierce, Tamora;9780590554114;;;730;Lexile.com
Sandry's Book;Circle Of Magic;Pierce, Tamora;9780590554084;;;730;Lexile.com
Fablehaven;Fablehaven;Mull, Brandon;9781416947202;;;730;Lexile.com
Rise Of The Evening Star;Fablehaven;Mull, Brandon;9781416957706;;;730;Scholastic
End Game;Midnight Library;Graves, Damien;9780439871884;;;730;Lexile.com
The Sunlight Slayings;Oliver Nocturne;Emerson, Kevin;9780545058025;;;730;Scholastic
Sent;The Missing;Haddix, Margaret Peterson;9781416954224;;;730;Scholastic
The Knaveheart's Curse;Vampire Island;Griffin, Adele;9780142414071;;;730;Scholastic
Graceling;;Cashore, Kristin;9780547258300;;;730;Scholastic
I Can See You;Midnight Library;Graves, Damien;9780439893947;;;740;Lexile.com
Wolf Island;The Demonata;Shan, Darren;9780316048903;;;740;Lexile.com
Medusa Jones;;Collins, Ross;9780439901000;;;740;Lexile.com
Blood And Sand;Midnight Library;Graves, Damien;9780439871877;;;750;Lexile.com
Voices;Midnight Library;Graves, Damien;9780439863568;;;750;Lexile.com
Bec;The Demonata;Shan, Darren;9780316013901;;;750;Lexile.com
Found;The Missing;Haddix, Margaret P.;9781416954217;;;750;Scholastic
Leven Thumps And The Eyes Of The Want;Leven Thumps;Skye, Obert;9781416947196;;;760;Lexile.com
City of Glass;Mortal Instruments Trilogy;Clare, Cassandra;9781416914303;;;760;Lexile.com
Monster Madness;Nightmare Academy;Lorey, Dean;9780061340475;;;760;Lexile.com
Skulduggery Pleasant;Skullduggery Pleasant;Landy, Derek;9780061231179;;;760;Scholastic
Demonkeeper;;Buckingham, Royce;9780142411667;;;760;Lexile.com
First Light;;Stead, Rebecca;9780440422228;;;760;Lexile.com
The Night Tourist;;Marsh, Katherine;9781423106906;;;760;Scholastic
Taggerung;Redwall;Jacques, Brian;9780441009688;;;770;Lexile.com
Death's Shadow;The Demonata;Shan, Darren;9780316003827;;;770;Lexile.com
Heroes of the Valley;;Stroud, Jonathan;9781423109679;;;770;Lexile.com
The Maze Runner;;Dashner, James;9780385737944;;;770;Lexile.com
Eighth Grade Bites;Chronicles of Vladimir Tod;Brewer, Heather;9780142411872;;;780;Lexile.com
Ninth Grade Slays;Chronicles of Vladimir Tod;Brewer, Heather;9780142413425;;;780;Lexile.com
The Vampire's Photograph;Oliver Nocturne;Emerson, Kevin;9780545058018;;;780;Scholastic
Grip Of The Shadow Plague;Fablehaven;Mull, Brandon;9781416986034;;;790;Lexile.com
Keys to the Demon Prison;Fablehaven;Mull, Brandon;9781606412381;;;790;Scholastic
Wrath Of The Bloodeye;Last Apprentice;Delaney, Joseph;9780061344619;;;790;Lexile.com
Leviathan;;Westerfeld, Scott;9781416971740;;;790;Scholastic
Forest Born;The Books of Bayern Series;Hale, Shannon;9781599901671;;;800;Lexile.com
Vampire Island;;Griffin, Adele;9780142411827;;;800;Scholastic
Night Of The Soul Stealer;Last Apprentice;Delaney, Joseph;9780060766269;;;810;Scholastic
The Two Towers;Lord Of The Rings;Tolkien, J.R.R.;9780345339713;;;810;Scholastic
The Hunger Games;The Hunger Games Trilogy;Collins, Suzanne;9780439023481;;;810;Scholastic
The Song Of The Wanderer;;Coville, Bruce;9780545068253;;;810;Scholastic
Tenth Grade Bleeds;Chronicles of Vladimir Tod;Brewer, Heather;9780142415603;;;820;Lexile.com
Catching Fire;The Hunger Games Trilogy;Collins, Suzanne;9780439023498;;;820;Scholastic
Palace Of Mirrors;;Haddix, Margaret Peterson;9781420000000;;;820;Lexile.com
Inkdeath;Inkheart Trilogy;Funke, Cornelia;978-1905294848;;;830;Lexile.com
Dark Whispers;;Coville, Bruce;9780590459525;;;830;Lexile.com
The Book Of Time;;Provost, Guillaume;9780439883795;;;830;Scholastic
The Silver Chair;The Chronicles Of Narnia;Lewis, C.S.;9780064471091;;;840;Lexile.com
The Magician: The Secrets Of The Immortal Nicholas Flamel;;Scott, Michael;9780385737289;;;840;Scholastic
The Unicorn Chronicles series;;Coville, Bruce;9780760764817;;;840;Scholastic
Under Town;Edgar & Ellen;Ogden, Charles;9781416914129;;;850;Lexile.com
The Sorcerer Of The North;Ranger's Apprentice;Flanagan, John;9780142414293;;;850;Lexile.com
Into The Land Of The Unicorns;;Coville, Bruce;9780545068246;;;850;Scholastic
Heck: Where the Bad Kids Go;Circles of Heck;Basye, Dale E.;9780375840760;;;860;Lexile.com
The Fellowship Of The Ring;Lord of the Rings Trilogy;Tolkien, J.R.R.;9780345339706;;;860;Lexile.com
Pretties;Uglies;Westerfeld, Scott;9780689865398;;;860;Scholastic
Everwild;Skinjaker Trilogy;Shusterman, Neal;9781416958635;;;870;Lexile.com
Fire;;Cashore, Kristin;9780803734616;;;870;Lexile.com
A Sending Of Dragons;Pit Dragon Chronicles;Yolen, Jane;9780152051280;;;880;Scholastic
The Legend Of Luke;Redwall;Jacques, Brian;9780441007738;;;880;Lexile.com
 The Specials;The Uglies ;Westerfeld, Scott;9781416947950;;;880;Scholastic
Specials;Uglies;Westerfeld, Scott;9781416947950;;;880;Lexile.com
Martin The Warrior;Redwall;Jacques, Brian;9780441001866;;;890;Lexile.com
The Alchemyst: The Secrets Of The Immortal Nicholas Flamel;;Scott, Michael;9780385736008;;;890;Scholastic
The Bellmaker;Redwall;Jacques, Brian;9780441003150;;;900;Lexile.com
Igraine The Brave;;Funke, Cornelia;9780439903790;;;900;Scholastic
The Mysterious Benedict Society And The Prisoner's Dilemma;;Stewart, Trenton Lee;9780316045520 (Hardcover);;;900;Scholastic
Return Of The King;Lord Of The Rings;Tolkien, J.R.R.;9780345339737;;;920;Scholastic
The Battle For Skandia;Ranger's Apprentice;Flanagan, John;9780142413401;;;920;Lexile.com
Evermore;Immortal Series;Noel, Allison;9780312532758;;;940;Scholastic
The Time Quake;The Gideon Trilogy;Buckley-Archer, Linda;9781416915294;;;940;Lexile.com
The Icebound Land;Ranger's Apprentice;Flanagan, John;9780142410752;;;950;Lexile.com
The Gammage Cup;;Kendall, Carol;0152024875;;;950;Lexile.com
The Voyage Of The Dawn Treader;The Chronicles Of Narnia;Lewis, C.S.;9780064471077;;;970;Lexile.com
Pearls Of Lutra;Redwall;Jacques, Brian;9780441005086;;;980;Lexile.com
The Long Patrol;Redwall;Jacques, Brian;9780441005994;;;980;Lexile.com
The Time Thief;The Gideon Trilogy;Buckley-Archer, Linda;9781416915287;;;980;Lexile.com
Lips Touch Three Times;;Taylor, Laini;9780545055857;;;990;Lexile.com
Monstrumologist;;Yancey, Rick;9781416984498;;;990;Scholastic
Blue Moon;Immortals Series;Noel, Alyson;9780312532765;;;1050;Scholastic
Brisingr;Inheritance;Paolini, Christopher;9780375826740;;;1050;Scholastic
Ash;;Lo, Malinda;9780316040099;;;1050;Lexile.com
Rare Beasts;Edgar & Ellen;Ogden, Charles;9781416914099;;;1070;Lexile.com
Clash of the Sky Galleons;The Edge Chronicles;Stewart, Paul;9780385736138;;;1070;Lexile.com
Seeing Redd;The Looking Glass Wars;Beddor, Frank;9780142412091;;;1080;Scholastic
The Inheritance;;Alcott, Louisa May;9780140436662;;;1240;Scholastic
Queen of the World: Babymouse;Babymouse;Holm, Jennifer;9780756983321;Unleveled;;;
Arachnid The Spider King;Beast Quest;Blade, Adam;9780545132657;Unleveled;;;
Claw: The Giant Ape;Beast Quest;Blade, Adam;9780545068642;Unleveled;;;
Soltra: The Stone Charmer;Beast Quest;Blade, Adam;9780545068659;Unleveled;;;
The Dark Realm: Narga The Sea Monster;Beast Quest;Blade, Adam;9780545200332;Unleveled;;;
Torgor the Minotaur;Beast Quest;Blade, Adam;9780545200318;Unleveled;;;
Trillion:The Three-Headed Lion;Beast Quest;Blade, Adam;9780545132664;Unleveled;;;
Vipero The Snake Man;Beast Quest;Blade, Adam;9780545068666;Unleveled;;;
Blue Is For Nightmares;Blue Is For Nightmares;Stolarz, Laurie Faria;9780738703916;Unleveled;;;
Red Is For Remembrance;Blue Is For Nightmares;Stolarz, Laurie Faria;9780738707600;Unleveled;;;
Silver Is For Secrets;Blue Is For Nightmares;Stolarz, Laurie Faria;9780738706313;Unleveled;;;
White Is For Magic;Blue Is For Nightmares;Stolarz, Laurie Faria;9780738704432;Unleveled;;;
Eleventh Grade Burns;Chronicles of Vladimir Tod;Brewer, Heather;9780142416471;Unleveled;;;
A Living Nightmare;Cirque Du Freak;Shan, Darren;9780316605106;Unleveled;;;
Frost Bites;Edgar & Ellen;Ogden, Charles;9781416954644;Unleveled;;;
High Wire;Edgar & Ellen;Ogden, Charles;9781416915003;Unleveled;;;
Hot Air;Edgar & Ellen;Ogden, Charles;9781416954651;Unleveled;;;
Nod's Limbs;Edgar & Ellen;Ogden, Charles;9781416915010;Unleveled;;;
Pet's Revenge;Edgar & Ellen;Ogden, Charles;9781416914082;Unleveled;;;
Tourist Trap;Edgar & Ellen;Ogden, Charles;9781416914112;Unleveled;;;
The Dead-Tossed Waves;Forest of Hands and Teeth;Ryan, Carrie;9780385736848;Unleveled;;;
Lies;Gone Series;Grant, Michael;9780061449093;Unleveled;;;
Escape From Horrorland;Goosebumps HorrorLand;Stine, R. L.;9780439918794;Unleveled;;;
Help! We Have Strange Powers!;Goosebumps HorrorLand;Stine, R. L.;9780439918787;Unleveled;;;
Little Shop Of Hamsters;Goosebumps HorrorLand;Stine, R. L.;9780545161954;Unleveled;;;
Streets Of Panic Park;Goosebumps HorrorLand;Stine, R.L.;9780439918800;Unleveled;;;
Welcome To Camp Slither;Goosebumps HorrorLand;Stine, R. L.;9780439918770;Unleveled;;;
Welcome To Horrorland: A Survival Guide;Goosebumps HorrorLand;Stine, R.L.;9780545090087;Unleveled;;;
When The Ghost Dog Howls;Goosebumps HorrorLand;Stine, R. L.;9780545161947;Unleveled;;;
Shadowlands;Immortal Series;Noel, Alyson;9780312650056;Unleveled;;;
Pirates of the Caribbean: City Of Gold;Jack Sparrow;Kidd, Rob;9781423101703;Unleveled;;;
Pirates of the Caribbean: Dance Of The Hours;Jack Sparrow;Kidd, Rob;9781423103677;Unleveled;;;
The Pirate Chase: Pirates of the Caribbean;Jack Sparrow;Kidd, Rob;9781423100201;Unleveled;;;
The Siren Song;Jack Sparrow;Kidd, Rob;9781423100195;Unleveled;;;
The Sword Of Cortes;Jack Sparrow;Kidd, Rob;9781423100614;Unleveled;;;
Lord Sunday (Book # 7);Keys To The Kingdom;Nix, Garth;9780439700900 (Hardcover);Unleveled;;;
Attack Of The Fiend;Last Apprentice;Delaney, Joseph;9780060891299;Unleveled;;;
Fang;Maximum Ride;Patterson, James;9780316036191;Unleveled;;;
Max;Maximum Ride Series;Patterson, James;9780446194068;Unleveled;;;
Kicking And Screaming;Meet the Kreeps;Thorpe, Kiki;9780545131711;Unleveled;;;
Three's A Krowd;Meet the Kreeps;Thorpe, Kiki;9780545131704;Unleveled;;;
City of Bones;Mortal Instruments Trilogy;Clare, Cassandra;9781416955078;Unleveled;;;
Monster Hunters;Nightmare Academy;Lorey, Dean;9780061340444;Unleveled;;;
Blood Ties;Oliver Nocturne;Emerson, Kevin;9780545058032;Unleveled;;;
The Demon Hunter;Oliver Nocturne;Emerson, Kevin;9780545058049;Unleveled;;;
The Eternal Tomb;Oliver Nocturne;Emerson, Kevin;9780545058056;Unleveled;;;
The Age of Bronze;Priates of the Carribean: Jack Sparrow;Kidd, Rob;9781423101680;Unleveled;;;"
"
Physik;Septimus Heap;Sage, Angie;9780060577391;Unleveled;;;
Syren;Septimus Heap;Sage, Angie;9780689711527;Unleveled;;;
Scepter Of The Ancients;Skulduggery Pleasant;Landy, Derek;9780061231179;Unleveled;;;
The Faceless One;Skulduggery Pleasant;Landy, Derek;9780061240911;Unleveled;;;
The Emperor's Code;The 39 Clues;Korman, Gordon;9780545090667;Unleveled;;;
Blood Beast;The Demonata;Shan, Darren;9780316003780;Unleveled;;;
The Time Travelers;The Gideon Trilogy;Buckley-Archer, Linda;9781416915263;Unleveled;;;
Arch Enemy;The Looking Glass Wars;Beddor, Frank;9780803731561;Unleveled;;;
Araboolies on Liberty Street;;Swope, Sam;9780374303907;Unleveled;;;
At The Firefly Gate;;Newbery, Linda;9780440421887;Unleveled;;;
Doppelganger;;Stahler, David;9780060872342;Unleveled;;;
Jeffrey's Ghost series;;Adler, David;9780030692826;Unleveled;;;
Mockingbird;;Erskine, Kathryn;9780399252648;Unleveled;;;
Pockets;;Armstrong, Jennifer;9780517709276;Unleveled;;;
Shiver;;Stiefvater, Maggie;9780545123273;Unleveled;;;
Silver;;Kidd, Rob;9781423101697;Unleveled;;;
The Coming Storm;;Kidd, Rob;9781423100188;Unleveled;;;
The Forest of Hands and Teeth;;Ryan, Carrie;9780385736824;Unleveled;;;
The Magician's House Quartet;;Osborn, Mary Pope;1575847051;Unleveled;;;
The Prince of the Pond;;Napoli, Donna Jo;9780606070713;Unleveled;;;
The Sorceress;;Scott, Michael;9780385735292;Unleveled;;;
The Winter Knights;;Stewart, Paul;9780375837418;Unleveled;;;
Uncle Montague's Tales Of Terror;;Priestley, Chris;9781599901183;Unleveled;;;
V is for... Vampire;;Griffin, Adele;9780399252778;Unleveled;;;
Wishworks, Inc.;;Tolan, Stephanie;9780545031554;Unleveled;;;
Witch and Wizard;;Patterson, James;9780316071055;Unleveled;;;
